COD_ENIG 2018,ALIMENTOS Y BEBIDAS ,GTAP10,GTAP10_c,ARTICULO
2446,JABONERA,,,2446
2447,JARRON,,,2447
2448,JUEGO DE CUBIERTOS,,,2448
2449,JUEGO DE DULCERAS,,,2449
2450,JUEGO DE VASOS,,,2450
2451,MAJADOR DE VERDURAS O FRUTAS,,,2451
2452,"MANTEQUILLERA DE LOZA, CERAMICA O PORCELANA",,,2452
2453,MAQUINA PARA HACER HELADOS O YOGURT NO ELÉCTRICO,,,2453
2454,MAQUINA PARA HACER TORTILLAS,,,2454
2455,MAZO DE COCINA,,,2455
2456,"MOLDES PARA PAN, QUEQUES Y GALLETAS",,,2456
2457,"MOLINOS NO ELECTRICOS (PARA MAIZ, CAFE, ETC.)",,,2457
2458,MORTERO PARA ESPECIES,,,2458
2459,OLLA ARROCERA PARA MICROONDAS,,,2459
2460,OLLA DE METAL,,,2460
2461,OLLA DE PRESION,,,2461
2462,OLLA ESTERILIZADORA PARA CHUPONES,,,2462
2463,PALANGANA O TINA,,,2463
2464,PALETA CALADA,,,2464
2465,PALILLERO,,,2465
2466,PALILLOS CHINOS,,,2466
2467,PANERA,,,2467
2468,PAPELERA DE COCINA,,,2468
2469,PASITOS O PASOS DEL NIÑO,,,2469
2470,PELADOR DE PAPAS O SACABOCADOS DE VERDURAS O FRUTAS,,,2470
2471,PICAHIELO,,,2471
2472,PICHEL,,,2472
2473,PLATO,,,2473
2474,PORTA CUBIERTOS,,,2474
2475,PORTA OLLAS,,,2475
2476,PORTA TOALLAS,,,2476
2477,POTE HERMETICO,,,2477
2478,PRENSA BOLSAS,,,2478
2479,PYREX,,,2479
2480,QUIEBRA NUECES,,,2480
2481,RALLADOR,,,2481
2482,RASPADOR DE HIELO,,,2482
2483,REBANADOR DE QUESO,,,2483
2484,RECIPIENTES PARA AGUA,,,2484
2485,RECIPIENTES PARA ESPECIES,,,2485
2486,RECIPIENTES PLASTICOS PARA ALIMENTOS O PARA MICROONDAS,,,2486
2487,RODILLO,,,2487
2488,ROSARIO Y OTROS ARTICULOS RELIGIOSOS,,,2488
2489,SACA DIENTES,,,2489
2490,SALERO,,,2490
2491,SARTEN,,,2491
2492,TENAZA (TODO TIPO) O SERVIDOR DE ESPAGUETTI O TALLARINES,,,2492
2493,SERVILLETERO,,,2493
2494,SET DE OLLAS,,,2494
2495,SET DE TE O CAFE,,,2495
2496,SET PARA SUSHI,,,2496
2497,SOPERAS,,,2497
2498,TABLA PARA APLANCHAR,,,2498
2499,TABLA PARA PICAR,,,2499
2500,TAZA DE MEDIR O JARRA,,,2500
2501,TAZON (TODO TIPO),,,2501
2502,TENDEDERO,,,2502
2503,TENEDOR,,,2503
2504,TERMO,,,2504
2505,TETERA DE METAL,,,2505
2506,TIJERA PARA CORTAR POLLO U OTROS ALIMENTOS,,,2506
2507,TINA PARA BEBE,,,2507
2508,TOALLEROS,,,2508
2509,VAJILLA,,,2509
2510,VASO,,,2510
2511,VINAGRERA O ACEITERA,,,2511
2512,VOLTEADOR DE NYLON,,,2512
2513,"REPARACION Y MANTENIMIENTO DE UTENSILIOS DE COCINA, VAJILLA Y ARTICULOS PARA EL HOGAR",,,2513
2514,"REPARACIONES DE ARTÍCULOS DE VIDRIO Y CRISTAL, VAJILLA Y UTENSILIOS PARA EL HOGAR",,,2514
2515,FLANERA,,,2515
2516,OLLA MULTIUSO,,,2516
2519,"OTROS UTENSILIOS DE COCINA, VAJILLA Y ARTICULOS PARA EL HOGAR",,,2519
2529,OTROS ACCESORIOS PEQUEÑOS PARA BEBE,,,2529
,ROPA PARA BEBES,,,
2530,ABRIGO PARA BEBE,,,2530
2531,BABERO PARA BEBE,,,2531
2532,BATA PARA BEBE,,,2532
2533,BATA DE BAÑO PARA BEBE,,,2533
2534,BLUSA O CAMISA PARA BEBE,,,2534
2535,BÓXER PARA BEBE,,,2535
2536,BUZO PARA BEBE,,,2536
2537,CALZON O CALZONCILLO PARA BEBE,,,2537
2538,CALZÓN PLÁSTICO PARA BEBE,,,2538
2539,CAMISETA PARA BEBE,,,2539
2540,CHALECO PARA BEBE,,,2540
2541,ENAGUA PARA BEBE,,,2541
2542,ESCARPINES PARA BEBE,,,2542
2543,FAJERO PARA BEBE,,,2543
2544,GABACHA PARA BEBE,,,2544
2545,JACKET O CHAQUETA PARA BEBE,,,2545
2546,"JUEGO (PANTALON, SHORT, ENAGUA Y CAMISA, CAMISETA, BLUSA ETC.) PARA BEBE",,,2546
2547,JUEGO DE ROPA INTERIOR PARA BEBE,,,2547
2548,LEOTARDO PARA BEBE,,,2548
2549,LICRA PARA BEBE,,,2549
2550,MAMELUCO PARA BEBE,,,2550
2551,MANGANO Y PESCADOR PARA BEBE MENOR DE 12 AÑOS,,,2551
2552,MANTILLAS PARA BEBE,,,2552
2553,MEDIAS O CALCETAS PARA BEBE,,,2553
2554,OVEROL PARA BEBE,,,2554
2555,PANTALON PARA BEBE,,,2555
2556,PANTALONETA DE BAÑO PARA BEBE,,,2556
2557,PANTIMEDIA O LEGGING PARA BEBE,,,2557
2558,PIJAMA PARA BEBE,,,2558
2559,SHORT DE BEBE O PANTALONETA DE VESTIR PARA BEBE,,,2559
2560,TRAJE DE BAÑO,,,2560
2561,TRAJE ENTERO PARA BEBE,,,2561
2562,UNIFORME DEPORTIVO PARA BEBE,,,2562
2563,UNIFORME ESCOLAR PARA BEBE,,,2563
2564,VESTIDO PARA BEBE,,,2564
2579,OTRAS PRENDAS DE VESTIR PARA BEBE,,,2579
,ROPA PARA NIÑOS Y NIÑAS,,,
2580,ABRIGO PARA NIÑA O NIÑO,,,2580
2581,BATA PARA NIÑA O NIÑO,,,2581
2582,BATA DE BAÑO PARA NIÑA O NIÑO,,,2582
2583,BUZO PARA NIÑA O NIÑO,,,2583
2584,CALZÓN PLÁSTICO PARA NIÑA O NIÑO,,,2584
2585,"BOXER, CALZON O CALZONCILLO PARA NIÑA O NIÑO",,,2585
2586,BLUSA O CAMISA PARA NIÑA O NIÑO,,,2586
2587,CAMISETA PARA NIÑA O NIÑO,,,2587
2588,CHALECO PARA NIÑA O NIÑO,,,2588
2589,ENAGUA PARA NIÑA,,,2589
2590,ENTERIZO PARA NIÑA,,,2590
2591,JUEGO DE ROPA INTERIOR PARA NIÑA O NIÑO,,,2591
2593,JACKET O CHAQUETA PARA NIÑA O NIÑO,,,2593
2594,"JUEGO (PANTALON, SHORT, ENAGUA Y CAMISA, CAMISETA, BLUSA ETC.) PARA NIÑA O NIÑO",,,2594
2595,LEOTARDO PARA NIÑA,,,2595
2596,LICRA PARA NIÑA,,,2596
2597,MANGANO Y PESCADOR PARA NIÑA MENOR DE 12 AÑOS,,,2597
2598,MEDIAS O CALCETAS PARA NIÑA O NIÑO,,,2598
2599,OVEROL PARA NIÑA O NIÑO,,,2599
2600,PANTALON PARA NIÑA O NIÑO,,,2600
2601,PANTALONETA DE BAÑO PARA NIÑO,,,2601
2602,SHORT DE NIÑA O PANTALONETA DE VESTIR PARA NIÑO,,,2602
2603,PANTIMEDIA O LEGGING PARA NIÑA,,,2603
2604,PIJAMA PARA NIÑA O NIÑO,,,2604
2605,TOP PARA NIÑA,,,2605
2606,TRAJE DE BAÑO,,,2606
2607,TRAJE ENTERO PARA NIÑO,,,2607
2608,UNIFORME DEPORTIVO PARA NIÑA O NIÑO,,,2608
2610,VESTIDO PARA NIÑA,,,2610
2629,OTRAS PRENDAS DE VESTIR PARA NIÑA O NIÑO,,,2629
,ROPA PARA HOMBRES ,,,
2630,ABRIGO PARA HOMBRE,,,2630
2631,BATA PARA HOMBRE,,,2631
2632,BATA DE BAÑO PARA HOMBRE MAYOR DE 12 AÑOS,,,2632
2633,BERMUDA PARA HOMBRE,,,2633
2634,BUZO PARA HOMBRE,,,2634
2635,CALZONCILLO O BOXER PARA HOMBRE,,,2635
2636,CAMISA PARA HOMBRE,,,2636
2637,CAMISETA PARA HOMBRE,,,2637
2638,CHALECO PARA HOMBRE,,,2638
2639,GABACHA PARA HOMBRE,,,2639
2640,JACKET O CHAQUETA PARA HOMBRE,,,2640
2641,LICRA PARA HOMBRE,,,2641
2642,MEDIAS O CALCETAS PARA HOMBRE,,,2642
2643,OVEROL PARA HOMBRE,,,2643
2644,PANTALON PARA HOMBRE,,,2644
2645,PANTALONETA DE BAÑO PARA HOMBRE,,,2645
2646,PANTALONETA DE VESTIR PARA HOMBRE,,,2646
2647,PIJAMA PARA HOMBRE,,,2647
2648,SACO PARA HOMBRE,,,2648
2649,TRAJE ENTERO PARA HOMBRE,,,2649
2650,UNIFORME DEPORTIVO PARA HOMBRE,,,2650
2652,UNIFORME PARA TRABAJO PARA HOMBRE,,,2652
2669,OTRAS PRENDAS DE VESTIR PARA HOMBRES,,,2669
,ROPA PARA MUJERES,,,
2670,ABRIGO O SUETER PARA MUJER,,,2670
2671,BATA PARA MUJER,,,2671
2672,BATA DE BAÑO PARA MUJER,,,2672
2673,BLUSA PARA MUJER,,,2673
2674,BOXER PARA MUJER,,,2674
2675,BRASSIER PARA MUJER,,,2675
2676,BUZO PARA MUJER,,,2676
2677,"CALZON, TANGA, HILO PARA MUJER",,,2677
2678,CAMISETA PARA MUJER,,,2678
2679,CHALECO PARA MUJER,,,2679
2680,COMBINACIÓN PARA MUJER,,,2680
2681,"CONJUNTO (ENAGUA Y SACO, PANTALON Y SACO, ETC.) PARA MUJER",,,2681
2682,ENAGUA O FALDA PARA MUJER,,,2682
2683,ENTERIZO PARA MUJER,,,2683
2684,FUSTAN (CHINGO) PARA MUJER,,,2684
2685,GABACHA PARA MUJER,,,2685
2686,JACKET O CHAQUETA PARA MUJER,,,2686
2687,JUEGO DE ROPA INTERIOR PARA MUJER,,,2687
2688,LEOTARDO PARA MUJER,,,2688
2689,LICRA PARA MUJER,,,2689
2690,LIGAS O LIGUEROS PARA MUJER,,,2690
2691,MANGANO Y PESCADOR PARA MUJER,,,2691
2692,MATERNAL PARA MUJER,,,2692
2693,MEDIAS O CALCETAS PARA MUJER,,,2693
2694,OVEROL PARA MUJER,,,2694
2695,PANTALON PARA MUJER,,,2695
2696,PANTIMEDIA O LEGGING PARA MUJER,,,2696
2697,PIJAMA PARA MUJER,,,2697
2698,SACO PARA MUJER,,,2698
2699,SHORT PARA MUJER,,,2699
2700,TOP PARA MUJER,,,2700
2701,UNIFORME DEPORTIVO PARA MUJER,,,2701
2703,UNIFORME PARA TRABAJO PARA MUJER,,,2703
2704,VESTIDO DE BAÑO Y BIKINI PARA MUJER,,,2704
2705,VESTIDO DE NOVIA Y VELO PARA MUJER,,,2705
2706,VESTIDO PARA MUJER,,,2706
2707,PANTALONETA PARA MUJER,,,2707
2729,OTRAS PRENDAS DE VESTIR PARA MUJERES,,,2729
,"CONFECCIÓN, REPARACIÓN Y ALQUILER DE ROPA",,,
2730,ALQUILER DE TRAJE ENTERO,,,2730
2731,ALQUILER DE VESTIDO DE MUJER,,,2731
2732,ALQUILER DE VESTIDO DE PRIMERA COMUNIÓN,,,2732
2733,ALQUILER DE VESTIDO Y VELO DE NOVIA,,,2733
2734,CONFECCION DE PRENDAS DE VESTIR,,,2734
2735,REPARACION Y MODIFICACION DE PRENDAS DE VESTIR,,,2735
2736,TELAS PARA CONFECCIONAR PRENDAS DE VESTIR,,,2736
2749,ALQUILER DE OTRAS PRENDAS DE VESTIR,,,2749
,CALZADO,,,
2750,BOTAS DE HULE,,,2750
2751,"BOTAS, BOTINES",,,2751
2752,PANTUFLAS,,,2752
2753,REPARACION DE CALZADO (MANO DE OBRA Y MATERIALES),,,2753
2754,SANDALIA DE GAMUZA,,,2754
2755,SANDALIA DE MADERA,,,2755
2756,SANDALIAS DE CUERO,,,2756
2757,SANDALIAS DE HULE,,,2757
2758,SANDALIAS DE TELA,,,2758
2759,SANDALIAS DE VINIL,,,2759
2760,TENIS DE CUERO,,,2760
2761,TENIS DE LONA U OTROS MATERIALES SIMILARES,,,2761
2762,TENIS DE VINIL,,,2762
2763,ZAPATOS DE CUERINA,,,2763
2764,ZAPATOS DE CUERO,,,2764
2765,ZAPATOS DE GAMUZA,,,2765
2766,ZAPATOS DE HULE,,,2766
2767,ZAPATOS DE PLÁSTICO,,,2767
2768,ZAPATOS DE TELA DE LONA,,,2768
2769,ZAPATOS DE VINIL,,,2769
2779,OTROS TIPOS DE ZAPATOS,,,2779
,ACCESORIOS DE VESTIR Y ARTICULOS PERSONALES,,,
2780,ABANICO DE ACCESORIO O MANUAL,,,2780
2781,ANTEOJOS PARA SOL,,,2781
2782,ATAÚD O COFRE,,,2782
2784,BILLETERA DE CUERO,,,2784
2785,BILLETERA DE TELA,,,2785
2786,BOLSO DE CUERO,,,2786
2787,BOLSO DE MIMBRE,,,2787
2788,BOLSO DE PLASTICO O VINIL,,,2788
2789,BOLSO DE TELA O NYLON,,,2789
2790,BOLSO TEJIDO,,,2790
2791,BUFANDA,,,2791
2792,CANGUROS DE CUERO O CUERINA,,,2792
2793,CANGUROS DE TELA O NYLON,,,2793
2794,CANTINFLORA O CARAMAÑOLA,,,2794
2795,CAPAS PARA LA LLUVIA,,,2795
2796,CARTERA DE CUERO,,,2796
2797,CARTERA DE PLASTICO O VINIL,,,2797
2798,CARTERA DE TELA,,,2798
2799,CASCOS DE BICICLETA,,,2799
2800,CASCOS PROTECTORES PARA MOTOCICLISTAS (QUE UTILICEN MOTOCICLETA COMO MEDIO DE TRANSPORTE),,,2800
2801,CIGARRERA,,,2801
2802,CORBATA O CORBATIN,,,2802
2803,CUCHILLAS,,,2803
2804,DELANTAL,,,2804
2805,ENCENDEDORES,,,2805
2806,"ESTUCHE Y OTROS ACCESORIOS PARA CELULAR, CAMARAS O TABLETAS",,,2806
2807,ESTUCHES PARA CD,,,2807
2808,FAJA,,,2808
2809,"GORRA, GORRO, BOINA Y SIMILARES",,,2809
2810,"GUANTES (PARA VESTIR, JARDINERIA, TRABAJO Y OTROS DISTINTOS A LOS DE LATEX O LIMPIEZA)",,,2810
2811,JOYERO DE CERÁMICA Y PORCELANA,,,2811
2812,JOYERO DE MADERA,,,2812
2813,"JOYAS (CADENAS, PULSERAS, ARETES U OTROS) DE ORO PLATA O METALES SIMILARES",,,2813
2814,LLAVERO Y LLAVES,,,2814
2815,LONCHERA,,,2815
2816,MALETAS PARA VIAJES (VALIJA O MALETIN),,,2816
2817,MALETÍN EJECUTIVO Y PARA COMPUTADORAS DE CUERO,,,2817
2818,MALETIN EJECUTIVO Y PARA COMPUTADORAS DE TELA O NYLON,,,2818
2819,MANGAS PROTECTORAS DEL SOL,,,2819
2820,MONEDERO,,,2820
2821,PAÑOLETA O PASHMINA,,,2821
2822,PAÑUELO DE TELA,,,2822
2823,PARAGUAS,,,2823
2824,"PIPAS, FILTROS, CORTAPUROS, PITILLERAS",,,2824
2825,PLANTILLAS PARA CALZADO (NO ORTOPEDICAS),,,2825
2826,"RELOJ DE ORO, PLATA O METALES SIMILARES",,,2826
2827,REPARACION DE ARTICULOS PERSONALES,,,2827
2828,SALVEQUE (BULTO) DE CUERO O CUERINA,,,2828
2829,SALVEQUE (BULTO) DE TELA O NYLON,,,2829
2830,SALVEQUE DE PLASTICO O VINIL,,,2830
2831,SOMBRERO,,,2831
2832,SOMBRILLA,,,2832
2833,ARTÍCULOS ERÓTICOS,,,2833
2834,BOLSO DE CUERINA,,,2834
2839,OTROS ACCESORIOS DE VESTIR,,,2839
2849,OTROS ARTICULOS PERSONALES,,,2849
,ANIMALES DOMESTICOS Y RECREATIVOS Y ACCESORIOS,,,
2850,ACCESORIOS PARA PECERAS,,,2850
2851,"ANIMALES DOMESTICOS ACUATICOS Y REPTILES (PECES, TORTUGAS, RANAS, SERPIENTES, IGUANAS Y OTROS)",,,2851
2852,"ANIMALES DOMESTICOS MAMIFEROS (GATOS, PERROS, CONEJOS Y OTROS)",,,2852
2853,"ANIMALES DOMESTICOS VOLADORES (PERICO, PAJARO Y OTROS)",,,2853
2854,ANIMALES PARA ENTRETENIMIENTO (CABALLOS Y PONIS),,,2854
2855,"ANTIPULGAS, BACTERICIDAS Y OTROS INSECTICIDAS PARA ANIMALES DOMESTICOS",,,2855
2856,BEBEDEROS PARA ANIMALES DOMÉSTICOS,,,2856
2857,CASA PARA ANIMALES DOMESTICOS,,,2857
2858,"CEPILLOS, PEINES Y OTROS ACCESORIOS PARA LA LIMPIEZA DE ANIMALES DOMESTICOS",,,2858
2859,CHAMPU Y JABON PARA HIGIENE DE ANIMALES DOMESTICOS,,,2859
2860,COLLARES PARA ANIMALES DOMESTICOS,,,2860
2861,CORREAS Y CADENAS PARA ANIMALES DOMESTICOS,,,2861
2862,DESPARASITANTES PARA ANIMALES DOMESTICOS,,,2862
2863,FRENO Y FILETE PARA CABALLOS O PONIS,,,2863
2864,JAULAS,,,2864
2865,"JUGUETES, BOLAS Y OTROS ACCESORIOS PARA ANIMALES DOMESTICOS",,,2865
2866,MONTURAS Y MANTILLONES PARA CABALLOS O PONIS,,,2866
2867,PECERAS,,,2867
2868,PECHERAS,,,2868
2869,PLATOS Y SIMILARES PARA ALIMENTACION DE ANIMALES DOMESTICOS,,,2869
2870,PRODUCTOS VETERINARIOS PARA ANIMALES DE ENTRETENIMIENTO (CABALLOS Y PONIS),,,2870
2871,"RIENDA, GAMARRÓN, PECHERA, GRUPA Y OTROS ACCESORIOS PARA EQUITACIÓN",,,2871
2872,TALCO Y PERFUME PARA ANIMALES DOMESTICOS,,,2872
2873,TOALLAS O PAÑOS PARA HIGIENE O PROTECCION DE ANIMALES DOMESTICOS,,,2873
2874,VACUNAS U OTROS PRODUCTOS VETERINARIOS,,,2874
2875,VESTIMENTAS PARA ANIMALES DOMÉSTICOS,,,2875
2876,VITAMINAS PARA ANIMALES DOMESTICOS,,,2876
2889,OTROS EQUIPOS CONEXOS DE ANIMALES PARA ENTRETENIMIENTO (CABALLOS Y PONIS),,,2889
2899,OTROS PRODUCTOS CONEXOS PARA ANIMALES DOMESTICOS,,,2899
,SERVICIOS PARA ANIMALES DOMESTICOS Y RECREATIVOS,,,
2900,PASEADORES DE PERROS O ANIMALES DOMESTICOS,,,2900
2901,SERVICIO DE ESTABULADO DE CABALLOS Y PONIS COMPRADOS PARA RECREACIÓN,,,2901
2902,SERVICIOS DE ALOJAMIENTO PARA ANIMALES DOMÉSTICOS,,,2902
2903,SERVICIOS DE CORTE DE PELO PARA ANIMALES DOMESTICOS,,,2903
2904,SERVICIOS DE ENTRENAMIENTO PARA ANIMALES DE RECREACIÓN (CABALLOS Y PONIS),,,2904
2905,SERVICIOS DE ENTRENAMIENTO PARA ANIMALES DOMÉSTICOS,,,2905
2906,SERVICIOS DE VETERINARIA CONTRATADOS PARA ANIMALES DOMESTICOS,,,2906
2907,SERVICIOS VETERINARIOS PARA CABALLOS Y PONIS COMPRADOS PARA RECREACIÓN,,,2907
2919,OTROS SERVICIOS CONTRATADOS PARA ANIMALES DOMESTICOS,,,2919
,PLANTAS Y FLORES NATURALES Y ARTIFICIALES,,,
2920,ABONOS PARA EL SUELO,,,2920
2921,ALMACIGO,,,2921
2922,ARBOL DE NAVIDAD ARTIFICIAL,,,2922
2923,ARBOL DE NAVIDAD NATURAL,,,2923
2924,ARBOLES DE VIVERO,,,2924
2925,BULBOS,,,2925
2926,CESPED PARA PATIOS,,,2926
2927,FERTILIZANTES PARA EL SUELO,,,2927
2928,FLORES ARTIFICIALES,,,2928
2929,FLORES NATURALES (SEMBRADAS),,,2929
2930,FUNGICIDAS PARA PLANTAS,,,2930
2931,GRAVILLA,,,2931
2932,HERBICIDAS PARA PLANTAS,,,2932
2933,INSECTICIDAS PARA PLANTAS,,,2933
2934,LANA Y MUSGO,,,2934
2935,MACETAS,,,2935
2936,MACETERAS (PORTAMACETAS),,,2936
2937,PLANTAS ORNAMENTALES ARTIFICIALES,,,2937
2938,PLANTAS ORNAMENTALES NATURALES,,,2938
2939,RECIPIENTES Y CONTENEDORES PARA HIDROPONÍA,,,2939
2940,"SEMILLAS (FLORES, FRUTOS, HORTALIZAS, ETC.)",,,2940
2941,SUSTRATOS PARA HIDROPONIA U OTROS CULTIVOS,,,2941
2942,TIERRA ABONADA O EMPAQUETADA PARA JARDIN,,,2942
2959,OTROS TIPOS DE PLANTAS Y FLORES NATURALES Y ARTIFICIALES,,,2959
,"ROPA DE CAMA, MATELERIA, CORTINAS Y OTROS TEJIDOS PARA EL HOGAR",,,
3300,ALFOMBRA DE BAÑO,,,3300
3301,ALFOMBRAS A LA MEDIDA DE MATERIAL TEXTIL,,,3301
3302,ALFOMBRAS DE CAUCHO,,,3302
3303,ALFOMBRAS SUELTAS DE MATERIAL TEXTIL,,,3303
3304,ALMOHADA LUMBAR PARA EL DOLOR DE ESPALDA,,,3304
3305,ALMOHADA O ALMOHADON,,,3305
3306,ALQUILER DE TEJIDOS PARA EL HOGAR,,,3306
3307,BANDERA,,,3307
3308,BOLSA PARA GUARDAR ROPA,,,3308
3309,BOLSA Y FILTROS DE TELA PARA CHORREAR CAFE,,,3309
3310,BOLSOS O SACOS PARA COMPRAS,,,3310
3311,CENEFA DE CORTINA,,,3311
3312,COBERTORES DE TELA PARA ELECTRODOMÉSTICOS,,,3312
3313,COBIJA,,,3313
3314,COLCHA,,,3314
3315,COLOCACION DE MATERIALES PARA PISOS,,,3315
3316,CORTINA DE TELA,,,3316
3317,CUBRECOLCHON,,,3317
3318,CUBREMUEBLE,,,3318
3319,EDREDON,,,3319
3320,ESTERAS O PETATES,,,3320
3321,FELPUDOS,,,3321
3322,FRANELA O COBIJA PARA NIÑOS O PARA VIAJE,,,3322
3323,FUNDAS,,,3323
3324,HAMACA,,,3324
3325,INSTALACION DE CORTINAS,,,3325
3326,JUEGO DE BAÑO,,,3326
3327,"JUEGO DE CAMA (SABANA, COBERTOR, FUNDAS)",,,3327
3328,JUEGO DE CORTINA Y CENEFA,,,3328
3329,LINÓLEO Y OTROS MATERIALES PARA PISOS,,,3329
3330,MANTEL DE TELA,,,3330
3331,PAÑO O TOALLA PARA BAÑO,,,3331
3332,PERSIANA,,,3332
3333,REPARACIÓN Y MANTENIMIENTO DE PRODUCTOS TEXTILES PARA EL HOGAR,,,3333
3334,SABANAS,,,3334
3335,SERVILLETAS DE TELA,,,3335
3336,TAPETE,,,3336
3337,TELA PARA CORTINA,,,3337
3338,TELA PARA MANTEL,,,3338
3339,TELA PARA MUEBLES,,,3339
3340,TELA PARA SABANAS,,,3340
3341,TOLDO PARA CAMAS,,,3341
3342,TOLDO PARA ESPACIOS AL AIRE LIBRE,,,3342
3349,OTRAS ALFOMBRAS Y CUBIERTAS PARA PISO,,,3349
3359,OTROS TEJIDOS Y ACCESORIOS PARA EL HOGAR,,,3359
,"JUEGOS, JUGUETES Y AFICIONES",,,
3360,ACCESORIOS PARA CONSOLAS,,,3360
3361,ALBUMES PARA ESTAMPILLAS,,,3361
3362,ARMAS DE FUEGO,,,3362
3363,ARMAS DE JUGUETE,,,3363
3364,"ARTICULOS PARA FIESTAS INFANTILES (ANTIFACES, PIÑATA, CONFETI, ETC.)",,,3364
3365,"AVIONES, COHETES Y HELICOPTEROS",,,3365
3366,BICICLETAS DE JUGUETE,,,3366
3367,BILLETES Y MONEDAS PARA COLECCIÓN,,,3367
3368,BOLA Y JUGUETES INFLABLES,,,3368
3369,BOLINCHAS,,,3369
3370,CABALLOS Y OTROS ANIMALES DE MADERA,,,3370
3371,"CARROS, TRENES Y MOTOS DE JUGUETE",,,3371
3372,"CASA, COCHES Y SIMILARES PARA MUÑECAS",,,3372
3373,COLUMPIO PARA BEBE,,,3373
3374,COMPUTADORAS DE JUGUETE,,,3374
3375,CONSOLAS DE VIDEOJUEGOS,,,3375
3376,DARDOS,,,3376
3377,DECORACIONES PARA ARBOLES DE NAVIDAD,,,3377
3378,DISCO BLU RAY CON VIDEOJUEGOS,,,3378
3379,"DISFRACES, MASCARAS Y COMPLEMENTOS",,,3379
3380,DISFRAZ Y COMPLEMENTOS,,,3380
3381,DVD O CD CON VIDEOJUEGOS,,,3381
3382,"ESTAMPILLAS DE COLECCIÓN, POSTALES, STICKERS",,,3382
3383,"FIGURAS (SOLDADOS, ANIMALES Y SIMILARES)",,,3383
3384,FUEGOS ARTIFICIALES Y JUEGOS DE PÓLVORA,,,3384
3385,GUIRNALDAS DE DECORACION PARA NAVIDAD,,,3385
3386,"JUEGO DE AJEDREZ, DAMAS, COMBATE NAVAL O TABLERO",,,3386
3387,JUEGO DE DOMINO,,,3387
3388,JUEGO DE ESTACIÓN DE POLICÍAS,,,3388
3389,JUEGO DE NAIPE,,,3389
3390,JUEGO DEPORTIVO DE JUGUETE,,,3390
3391,"JUEGOS DE COCINA, BELLEZA, DOCTOR Y SIMILARES PARA NIÑOS Y NIÑAS",,,3391
3392,JUEGOS DE MESA,,,3392
3393,JUEGOS EDUCATIVOS,,,3393
3394,JUEGOS ELECTRONICOS,,,3394
3395,JUEGOS PARA DS Y PSP,,,3395
3396,"JUGUETES MUSICALES (TAMBORES, CORNETAS, GUITARRAS, ETC.)",,,3396
3397,LEGOS,,,3397
3398,LUCES PARA ARBOLES DE NAVIDAD,,,3398
3399,MUEBLES DE JUGUETE,,,3399
3400,MUÑECAS,,,3400
3401,MUÑECOS (ROBOTS) QUE NO USEN BATERIAS,,,3401
3402,MUÑECOS Y OTROS DE BATERIAS,,,3402
3403,PELUCHES,,,3403
3404,PISTAS PARA CARROS Y TRENES,,,3404
3405,ROMPECABEZAS,,,3405
3406,SILBATOS,,,3406
3407,SONAJERO Y CHILINDRIN,,,3407
3408,TRICICLO DE JUGUETE,,,3408
3409,"TROMPOS, YOYOS Y SIMILARES",,,3409
3410,TUCOS DE MADERA PARA JUGAR,,,3410
3411,CUBILETE,,,3411
3412,JUEGOS COMPRADOS EN LÍNEA,,,3412
3413,"ARTICULOS DECORATIVOS PARA FIESTAS PATRIAS (ESCUDOS, BANDERAS, FAROLES, GRIUNALDAS ENTRE OTROS)",,,3413
3414,JUEGOS DESCARGADOS Y ACCESORIOS (DIGITALES),,,3414
3415,DRONE,,,3415
3429,"OTROS JUEGOS, JUGUETES Y AFICIONES",,,3429
,"EQUIPO DE DEPORTES, CAMPAMENTO Y RECREACIÓN AL AIRE LIBRE",,,
3430,ANZUELOS,,,3430
3431,ARMAS DE FUEGO,,,3431
3432,BALSAS INFLABLES,,,3432
3433,BATE DE BEISBOL,,,3433
3434,BICICLETA,,,3434
3435,BICICLETA ESTACIONARIA,,,3435
3436,BOLA DE BALONCESTO,,,3436
3437,BOLA DE BEISBOL,,,3437
3438,BOLA DE FUTBOL,,,3438
3439,BALONES DE FUT-SALA Y PAPIFUTBOL,,,3439
3440,BOLA DE PIN PONG,,,3440
3441,BOLA DE TENIS,,,3441
3442,BOLA DE VOLEIBOL,,,3442
3443,CAÑA DE PESCAR,,,3443
3444,CASCOS PROTECTORES PARA ACTIVIDADES DEPORTIVAS Y RECREATIVAS,,,3444
3445,COCINAS Y PARRILLAS PARA CAMPAMENTO,,,3445
3446,COLCHONES DE AIRE,,,3446
3447,CUERDA PARA CAÑA DE PESCAR,,,3447
3448,EQUIPO PARA PARACAÍDAS,,,3448
3449,ESPINILLERAS,,,3449
3450,"FAJAS PARA ABDOMEN, ESPALDA Y SIMILARES",,,3450
3451,FLOTADORES Y CHALECOS SALVAVIDAS,,,3451
3452,FRISBEE,,,3452
3453,GUANTES PARA BÉISBOL,,,3453
3454,GUANTES PARA PORTERO,,,3454
3455,INFLADORES,,,3455
3456,"JUEGO DE BALONCESTO (ARO, TABLERO, BOLA)",,,3456
3457,LENTES PARA NATACION,,,3457
3458,MAQUINA PARA EJERCICIOS,,,3458
3459,MARCOS PARA FUTBOL,,,3459
3460,MUÑEQUERAS,,,3460
3461,PALOS DE GOLF,,,3461
